title,label,stemmed_title
jdinamika jurnal pengabdian masyarakat pusat penelitian dan pengabdian masyarakat politeknik negeri jember pkm pengembangan rumah jamur tiram putih di pondok pesantren mambaussunah desa kebaman kec srono kabupaten banyuwangi,620,jdinamika jurnal abdi masyarakat pusat teliti abdi masyarakat politeknik negeri jember pkm kembang rumah jamur tiram putih pondok pesantren mambaussunah desa kebam kec srono kabupaten banyuwangi
design of flood detection system based on velocity and water level sensor in arduino with swod application on kalimatikretek gantung dam banyuwangi,620,design of flood detection system based on velocity and water level sensor in arduino with swod application on kalimatikretek gantung dam banyuwangi
logic jurnal rancang bangun dan teknologi,620,logic jurnal rancang bangun teknologi
prosiding sentrinov seminar nasioanl terapan riset inovatif tahun ,620,prosiding sentrinov seminar nasioanl terap riset inovatif
prosiding seminar nasional ilmu terapan sniter dan call for papers,620,prosiding seminar nasional ilmu terap sniter call for papers
icitisee ,620,icitisee
prosiding seminar nasional jurusan pendidikan teknik mesin,620,prosiding seminar nasional jurus didik teknik mesin
prosiding seminar nasional aplikasi teknologi prasarana wilayah ,620,prosiding seminar nasional aplikasi teknologi prasarana wilayah
journal industrial service,620,journal industrial service
logic jurnal rancang bangun dan teknologi,620,logic jurnal rancang bangun teknologi
prosiding seminar nasional teknik sipil viii ,620,prosiding seminar nasional teknik sipil viii
seminar nasional tekni sipil xii prosiding,620,seminar nasional tekni sipil xii prosiding
seminar nasional ketekniksipilan bidang vokasional ii,620,seminar nasional ketekniksipilan bidang vokasional ii
prosiding volume ii seminar nasional teknik sipil ix  peran industri konstruksi dalam menunjang mpei,620,prosiding volume ii seminar nasional teknik sipil ix peran industri konstruksi tunjang mpei
seminar nasional teknik sipil x prosiding inovasi struktur dalam menunjang konektivitas pulau di indonesia,620,seminar nasional teknik sipil x prosiding inovasi struktur tunjang konektivitas pulau indonesia
logic jurnal rancang bangun dan teknologi,620,logic jurnal rancang bangun teknologi
prosiding th industrial research workshop and national seminar irwns kapasitas penggunaan carbon fibre reinforced polymer cfrp berlapis banyak terhadap perkuatan lentur struktur balok beton bertulang  oktober  politeknik negeri bandung,620,prosiding th industrial research workshop and national seminar irwns kapasitas guna carbon fibre reinforced polymer cfrp lap kuat lentur struktur balok beton tulang oktober politeknik negeri bandung
jdinamika jurnal pengabdian masyarakat pusat penelitian dan pengabdian masyarakat politeknik negeri jember volume  no  desember  pissn  eissn ,620,jdinamika jurnal abdi masyarakat pusat teliti abdi masyarakat politeknik negeri jember volume no desember pissn eissn
jurnal jalan jembatan volume  no april rnissn rn,620,jurnal jalan jembatan volume no april rnissn rn
seminar nasional ketekniksipilan bidang vokasional ii,620,seminar nasional ketekniksipilan bidang vokasional ii
vocasindo jurnal ilmuilmu terapan dan hasil karya nyata,620,vocasindo jurnal ilmuilmu terap hasil karya nyata
jst jurnal sains terapan,620,jst jurnal sains terap
jtt jurnal teknlogi terpadu,620,jtt jurnal teknlogi padu
jurnal sains dan teknologi emas vol no,620,jurnal sains teknologi emas vol no
jurnal fakultas teknik teknokrida universitas kristen krida wacana,620,jurnal fakultas teknik teknokrida universitas kristen krida wacana
jurnal sains dan teknologi emas vol no ,620,jurnal sains teknologi emas vol no
manajemen kontrak konstruksi pedoman praktis dalam mengelola proyek konstruksi,620,manajemen kontrak konstruksi pedoman praktis kelola proyek konstruksi
manajemen kontrak konstruksi pedoman praktis dalam mengelola proyek konstruksi,620,manajemen kontrak konstruksi pedoman praktis kelola proyek konstruksi
engineering mechanics statics,620,engineering mechanics statics
engineering mechanics statics study pack,620,engineering mechanics statics study pack
mekanika teknik statika,620,mekanika teknik statika
statics and mechanics of materials,620,statics and mechanics of materials
cambridge english for engineering with audio cds,620,cambridge english for engineering with audio cds
mekanika teknik struktur statis tertentu jilid ,620,mekanika teknik struktur statis jilid
statika ,620,statika
mekanika fluida,620,mekanika fluida
teknologi pengolahan air limbah,620,teknologi olah air limbah
mekanika fluida jilid ,620,mekanika fluida jilid
prosiding seminar nasional teknik sipil xi inovasi teknik sipil dalam pengelolaan sumber daya air dan kemaritiman menghadapi masyarakat ekonomi asean,620,prosiding seminar nasional teknik sipil xi inovasi teknik sipil kelola sumber daya air maritim hadap masyarakat ekonomi asean
seri penyelesaian mekanika fluida,620,seri selesai mekanika fluida
mekanika fluida jilid ,620,mekanika fluida jilid
pengaliran lumpur sidoarjo ke laut melalui kali porong,620,alir lumpur sidoarjo laut kali porong
mekanika bahan,620,mekanika bahan
material teknik listrik,620,material teknik listrik
metalurgi mekanik jilid ,620,metalurgi mekanik jilid
cnc frais simulasi grafikadmill dan praktik latihan frais,620,cnc frais simulasi grafikadmill praktik latih frais
pembangkit tenaga listrik,620,bangkit tenaga listrik
pembangkitan energi listrik,620,bangkit energi listrik
instalasi listrik rumah tangga,620,instalasi listrik rumah tangga
sistem pengawatan dan pencarian kesalahan untuk instalator listrik,620,sistem awat cari salah instalator listrik
teknik tegangan tinggi dasar pembangkitan dan pengukuran,620,teknik tegang dasar bangkit ukur
digital imaging for advertising,620,digital imaging for advertising
belajar mudah merangkai rangkaian elektronika,620,ajar mudah rangkai rangkai elektronika
desain componen d dengan catia v,620,desain componen d catia v
prinsipprinsip elektronika jilid ,620,prinsipprinsip elektronika jilid
elektronika praktis,620,elektronika praktis
dasardasar teknik elektronika,620,dasardasar teknik elektronika
sparse image and signal processing,620,sparse image and signal processing
elektricity for refrigeration heating and air conditioning,620,elektricity for refrigeration heating and air conditioning
buku ajar dasardasar elektronika analogdigitaldan sensor,620,buku ajar dasardasar elektronika analogdigitaldan sensor
perancangan sistem kendali,620,ancang sistem kendali
elektronika pendekatan praktis dan aplikasi,620,elektronika dekat praktis aplikasi
teknik switching,620,teknik switching
dasar elektronika,620,dasar elektronika
dasar elektronika,620,dasar elektronika
elektronik industri,620,elektronik industri
teori dan contoh soal teknik elektro menggunakan bahasa pemrograman matlab,620,teori contoh teknik elektro bahasa pemrograman matlab
simulasi elektronika digital menggunakan electronics workbench,620,simulasi elektronika digital electronics workbench
rangkaian piranti dan sistem,620,rangkai piranti sistem
rangkaian mikroelektronik,620,rangkai mikroelektronik
rangkaian elektronika analog dan terpadu,620,rangkai elektronika analog padu
rangkaian elektronik prinsip dan aplikasi,620,rangkai elektronik prinsip aplikasi
rangkaian elektronik edisi si metrik,620,rangkai elektronik edisi si metrik
teknik hacking hardware komputer,620,teknik hacking hardware komputer
pemeliharaan perbaikan dalam teknik elektronika,620,pelihara baik teknik elektronika
analisis rangkaian digital dengan electronic workbench ,620,analisis rangkai digital electronic workbench
elektronika digital,620,elektronika digital
analisis rangkaian edisi ,620,analisis rangkai edisi
konsep dasar teknik elektronika kelistrikan,620,konsep dasar teknik elektronika listrik
mc quails mass communication theory,620,mc quails mass communication theory
aplikasi elektromagnetik jilid ,620,aplikasi elektromagnetik jilid
aplikasi elektromagnetik jilid ,620,aplikasi elektromagnetik jilid
sistem komunikasi marabahaya dan keselamatan maritim global global maritime distress and safety system,620,sistem komunikasi marabahaya selamat maritim global global maritime distress and safety system
membuat robot arduino bersama profesor bolabot menggunakan interface python,620,robot arduino profesor bolabot interface python
kiat praktis kuasai public speaking,620,kiat praktis kuasa public speaking
roadmap broadband indonesia menuju era teknologi g,620,roadmap broadband indonesia era teknologi g
perkembangan teknologi komunikasi,620,kembang teknologi komunikasi
penelitian analisa eeg sebuah pola pikir dengan metode neural network,620,teliti analisa eeg pola pikir metode neural network
metode numerik berbasis python,620,metode numerik bas python
proposal penelitian pengaruh tersedianya area hotspot terhadap percepatan peningkatan pengetahuan dan keterampilan siswa di banyuwangi,620,proposal teliti pengaruh sedia area hotspot cepat tingkat tahu terampil siswa banyuwangi
metode numerik,620,metode numerik
teknik pengodean sistem komunikasi dijital,620,teknik ode sistem komunikasi dijital
pengantar metode numerik,620,antar metode numerik
metode numerik,620,metode numerik
management of speech and video telephony quality in heterogeneous wireless networks,620,management of speech and video telephony quality in heterogeneous wireless networks
membangun aplikasi tv kabel dengan php mysqli dan bootstrap,620,bangun aplikasi tv kabel php mysqli bootstrap
sistem penerima tv prinsip kerja sistem ntscsecampal,620,sistem terima tv prinsip kerja sistem ntscsecampal
pengolahan data sistem lidar light detection and rangingdi bidang teknik geodesi dan geomatika,620,olah data sistem lidar light detection and rangingdi bidang teknik geodesi geomatika
panduan belajar plc scada,620,pandu ajar plc scada
sistem digital konsep dan aplikasinya,620,sistem digital konsep aplikasi
operational amplifiers,620,operational amplifiers
turbin pompa dan kompresor,620,turbin pompa kompresor
dinamika permesinan,620,dinamika mesin
menggambar mesin menurut standart iso,620,gambar mesin standart iso
elemen mesin,620,elemen mesin
perancangan elemen mesin,620,ancang elemen mesin
mechanical design of machine elements and machines,620,mechanical design of machine elements and machines
elemenelemen mesin dalam perancangan mekanis buku ,620,elemenelemen mesin ancang mekanis buku
elemenelemen mesin dalam perancangan mekanis buku ,620,elemenelemen mesin ancang mekanis buku
buku ajar gambar mesin,620,buku ajar gambar mesin
menggambar mesin,620,gambar mesin
peralatan bengkel otomotif konstruksi dan penggunaanya,620,alat bengkel otomotif konstruksi penggunaanya
teori dasar simulasi cnc bubut cnc frais cnc,620,teori dasar simulasi cnc bubut cnc frais cnc
cnc membubut simulasi grafik aditurn dan praktik latihan membubut,620,cnc bubut simulasi grafik aditurn praktik latih bubut
dasardasar menggerinda perkakas,620,dasardasar gerinda perkakas
jig fixtures,620,jig fixtures
kamus teknik perkapalan,620,kamus teknik kapal
mengenal kontrak konstruksi di indonesia,620,kenal kontrak konstruksi indonesia
tabel profil konstruksi baja,620,tabel profil konstruksi baja
mekanikafluida hidrolika,620,mekanikafluida hidrolika
pemindahan tanah mekanis,620,pindah tanah mekanis
pemindahan tanah mekanis,620,pindah tanah mekanis
pericyclic reactions a mechanistic and promblemsolving approach,620,pericyclic reactions a mechanistic and promblemsolving approach
analsis struktur metode matrix,620,analsis struktur metode matrix
edimas educatoinspengabdian kepada masyarakat jurnal pengabdian kepada masyarakat,620,edimas educatoinspengabdian masyarakat jurnal abdi masyarakat
analisis struktur dengan metode elemen hingga,620,analisis struktur metode elemen
mineral processing plant designpracticeand control proceedings,620,mineral processing plant designpracticeand control proceedings
metode matrik kekakuan analisis struktur,620,metode matrik kaku analisis struktur
analisa struktur,620,analisa struktur
analisa struktur dengan metode matrik,620,analisa struktur metode matrik
metode matrik kekakuan analisis struktur,620,metode matrik kaku analisis struktur
dinamika struktur teori dan perhitungan,620,dinamika struktur teori hitung
analisis struktur jilid ,620,analisis struktur jilid
indeterminate structural analysis,620,indeterminate structural analysis
analisa struktur gabungan metode klasik dan matriks,620,analisa struktur gabung metode klasik matriks
proseeding mineral processing plant design practice and control,620,proseeding mineral processing plant design practice and control
konstruksi beton bertulang,620,konstruksi beton tulang
konstruksi kayu,620,konstruksi kayu
peraturan konstruksi kayu indonesia ni pkki ,620,atur konstruksi kayu indonesia ni pkki
analisa dan disain pondasi jilid ,620,analisa disain pondasi jilid
ilmu gizi dan diet hubungannya dengan penyakitpenyakit untuk perawat dan dokter,620,ilmu gizi diet hubung penyakitpenyakit awat dokter
pelestarian sumber daya tanah dan air,620,lestari sumber daya tanah air
hidrolika terapan aliran pada saluran terbuka dan pipa,620,hidrolika terap alir salur buka pipa
buku ajar kinematika dan dinamika,620,buku ajar kinematika dinamika
robotika desain kontrol dan kecerdasan buatan,620,robotika desain kontrol cerdas buat
do it yourself perawatan motor dan tune up motor mobil,620,do it yourself awat motor tune up motor mobil
panduan praktis merawat memperbaiki sepeda motor,620,pandu praktis rawat baik sepeda motor
programmable logic controller teori pemrogaman dan apliksnyadalam otomasi sistem,620,programmable logic controller teori pemrogaman apliksnyadalam otomasi sistem
pengendalian mobile robot mobot dengan mobotsim v,620,kendali mobile robot mobot mobotsim v
pengantar membuat robot,620,antar robot
robotika reasoning planning learning,620,robotika reasoning planning learning
robotika sensor dan aktuator,620,robotika sensor aktuator
pengenalan dasardasar plc,620,kenal dasardasar plc
sistem waktu nyata realtime system,620,sistem nyata realtime system
programmable logic control plc dalam dasar dasar kendali motor listrik induksi,620,programmable logic control plc dasar dasar kendali motor listrik induksi
programmable logic controller,620,programmable logic controller
plc konsep pemrograman dan aplikasi,620,plc konsep pemrograman aplikasi
belajar otodidak autocad dd,620,ajar otodidak autocad dd
solusi elemen hingga berbasis mathcad,620,solusi elemen bas mathcad
desain konstruksi plat rangka beton bertulang dengan sap  versi ,620,desain konstruksi plat rangka beton tulang sap versi
pemodelan cad d menggunakan autodesk inventor,620,model cad d autodesk inventor
pemanfaatan d studio max  untuk desain otomotif,620,manfaat d studio max desain otomotif
autodesk ds max  untuk pemula,620,autodesk ds max mula
autodesk inventor professional ,620,autodesk inventor professional
panduan praktis menggunakan d studio max,620,pandu praktis d studio max
archicad  untuk rancang bangun arsitektur,620,archicad rancang bangun arsitektur
rekayasa arsitektur desain interior menggunakan archicad ,620,rekayasa arsitektur desain interior archicad
rendering teknik presentasi desain arsitektur dengan archicad,620,rendering teknik presentasi desain arsitektur archicad
archicad  adobe photoshop untuk desain arsitektur perkantoran,620,archicad adobe photoshop desain arsitektur kantor
desain arsitektur rumah tinggal modern dengan archicad ,620,desain arsitektur rumah tinggal modern archicad
prinsip prinsip perancangan teknik,620,prinsip prinsip ancang teknik
mastering mechanical desktop,620,mastering mechanical desktop
pemodelan elemen mesin  dimensi menggunakan autocad,620,model elemen mesin dimensi autocad
tutorial autocad,620,tutorial autocad
autocad  menggambar objek  dimensi dan solid  dimensi dengan singkat dan sistematis,620,autocad gambar objek dimensi solid dimensi singkat sistematis
mahir dalam  hari autocad d untuk teknik mesin,620,mahir autocad d teknik mesin
autocad  menggambar objek  dimensi dan solid  dimensi dengan singkat dan sistematis,620,autocad gambar objek dimensi solid dimensi singkat sistematis
 langkah cepat menguasai autocad d,620,langkah cepat kuasa autocad d
menggambar d d dengan autocad untuk permasalahan dan solusi teknik mesin,620,gambar d d autocad masalah solusi teknik mesin
menjadi desainer profesional dengan autocad  d d,620,desainer profesional autocad d d
panduan praktis autocad ,620,pandu praktis autocad
menggambar tingkat mahir dengan autocad ,620,gambar tingkat mahir autocad
menggambar d dengan autocad ,620,gambar d autocad
gambar desain dengan autocad ,620,gambar desain autocad
desain arsitektur rumah dengan archicad ,620,desain arsitektur rumah archicad
membuat bangunan d dari denah d dengan autocad,620,bangun d denah d autocad
desain arsitektur menggunakan autocad dan d max ,620,desain arsitektur autocad d max
merancang perkantoran perumahan menggunakan autocad ,620,rancang kantor rumah autocad
proengineer wildfire  instructor,620,proengineer wildfire instructor
pengukuran teknik,620,ukur teknik
struktur beton bertulang tahan gempa,620,struktur beton tulang tahan gempa
solidworks professional,620,solidworks professional
belajar sendiri mastercam versi ,620,ajar mastercam versi
panduan mudah menggambar komponen mesin dengan autodesk inventor professional ,620,pandu mudah gambar komponen mesin autodesk inventor professional
 tutorial latihan desain konstruksi dengan sap  versi ,620,tutorial latih desain konstruksi sap versi
menggambar teknik,620,gambar teknik
easy to use solidworks ,620,easy to use solidworks
solidworks alat bantu merancang komponen dengan mudah,620,solidworks alat bantu rancang komponen mudah
aplikasi auto cad untuk desain rancang bangun d,620,aplikasi auto cad desain rancang bangun d
tutorial autocad dan inventor belajar langsung praktek,620,tutorial autocad inventor ajar langsung praktek
proses desain mesin menggunakan solid work,620,proses desain mesin solid work
learning intelligence for innovative business,620,learning intelligence for innovative business
desain produk inovatif dan inkubasi bisnis kompetitif,620,desain produk inovatif inkubasi bisnis kompetitif
mudah dan cepat menguasai autocad d release ,620,mudah cepat kuasa autocad d release
pemrograman mikrokontroler avr at mega  menggunakan bahasa c,620,pemrograman mikrokontroler avr at mega bahasa c
desain rancang bangun d dan finishing dengan autocad,620,desain rancang bangun d finishing autocad
merancang desain rumah archicad dan ds max,620,rancang desain rumah archicad ds max
autocad  untuk desain arsitektur profesional,620,autocad desain arsitektur profesional
pas panduan aplikasi dan solusi autocad  untuk konstruksi infrastruktur tranportasi,620,pas pandu aplikasi solusi autocad konstruksi infrastruktur tranportasi
inspeksi teknik buku ,620,inspeksi teknik buku
inspeksi teknik buku ,620,inspeksi teknik buku
jurnal teknologi terapan,620,jurnal teknologi terap
mekanika teknik  statika dan kegunaannya,620,mekanika teknik statika guna
mekanika teknik ,620,mekanika teknik
mekanika teknik  statika dan kegunaannya,620,mekanika teknik statika guna
mekanika teknik  statika dan kegunaanya,620,mekanika teknik statika kegunaanya
mekanika teknik analisis lanjut sistem struktur berbentuk rangka,620,mekanika teknik analisis sistem struktur bentuk rangka
mekanika untuk insinyur statika,620,mekanika insinyur statika
ilmu dan teknologi bahan ilmu logam dan bukan logam,620,ilmu teknologi bahan ilmu logam logam
materials science and engineering an introduction,620,materials science and engineering an introduction
pengetahuan bahan untuk mesin listrik,620,tahu bahan mesin listrik
mekanika tanah dasar,620,mekanika tanah dasar
engineering properties of nickel and nickel alloys,620,engineering properties of nickel and nickel alloys
materials science and engineering,620,materials science and engineering
mekanika kekuatan material lanjut,620,mekanika kuat material
kekuatan bahan,620,kuat bahan
mekanika bahan jilid ,620,mekanika bahan jilid
mekanika bahan dan pengantar teori elastisitas,620,mekanika bahan antar teori elastisitas
mekanika bahan jilid ,620,mekanika bahan jilid
teori mekanika dan analisis kekuatan bahan,620,teori mekanika analisis kuat bahan
ilmu bahan,620,ilmu bahan
pelat,620,pelat
teori pelat dan cangkang,620,teori pelat cangkang
reability centred maintenance,620,reability centred maintenance
teknik keselamatan dan kesehatan kerja di industri,620,teknik selamat sehat kerja industri
termodinamika teknik jilid ,620,termodinamika teknik jilid
turbin air,620,turbin air
house wiring,620,house wiring
teknik pengerjaan listrik,620,teknik kerja listrik
instalasi listrik dasar,620,instalasi listrik dasar
instalasi listrik lanjut,620,instalasi listrik
perhitungan instalasi listrik volume ,620,hitung instalasi listrik volume
perhitungan instalasi listrik volume ,620,hitung instalasi listrik volume
perhitungan instalasi listrik volume ,620,hitung instalasi listrik volume
dasar dasar teknik listrik schaums easy outlines,620,dasar dasar teknik listrik schaums easy outlines
rangkaian listrik schaums easy outlines,620,rangkai listrik schaums easy outlines
rangkaian listrik schaums outline,620,rangkai listrik schaums outline
teknik kelistrikan kapal ahli teknik tingkat iii,620,teknik listrik kapal ahli teknik tingkat iii
teknik mengendalikan pc dari jarak jauh,620,teknik kendali pc jarak
mekatronika,620,mekatronika
programmable logic controller plc sebuah pengantar,620,programmable logic controller plc antar
dasar listrik elektronika,620,dasar listrik elektronika
dasardasar kelistrikan otomotif,620,dasardasar listrik otomotif
teori dasar teknik tenaga listrik,620,teori dasar teknik tenaga listrik
mengenal listrik lebih baik dari segala sisi wajib anda tahuagar bermanfaat optimal,620,kenal listrik sisi wajib tahuagar manfaat optimal
operasi sistem tenaga listrik berbasis edsa,620,operasi sistem tenaga listrik bas edsa
operasi sistem tenaga listrik,620,operasi sistem tenaga listrik
teknologi instalasi listrik,620,teknologi instalasi listrik
electrical wiring  th edition residential based on the  national electrical code,620,electrical wiring th edition residential based on the national electrical code
instalasi tenaga ,620,instalasi tenaga
termodinamika dasar mesin konversi energi,620,termodinamika dasar mesin konversi energi
mesin listrik arus bolak balik,620,mesin listrik arus bolak
sistem kelistrikan pada mobil,620,sistem listrik mobil
rangkaian listrik dan penyelesaian soal menggunakan simulasi ltspice,620,rangkai listrik selesai simulasi ltspice
rangkaian listrik jilid ,620,rangkai listrik jilid
teori dasar rangkaian listrik,620,teori dasar rangkai listrik
serat optik sebuah pengantar,620,serat optik antar
pengindraan jauh terapan,620,indra terap
rangkaian elektronik prinsip dan aplikasi,620,rangkai elektronik prinsip aplikasi
dasardasar elektronika,620,dasardasar elektronika
sinyal dan sistem jilid ,620,sinyal sistem jilid
sinyal dan sistem jilid ,620,sinyal sistem jilid
sistem komunikasi seluler cdma x,620,sistem komunikasi seluler cdma x
konsep teknologi seluler,620,konsep teknologi seluler
rangkaian listrik jilid ,620,rangkai listrik jilid
analisis rangkaian linear,620,analisis rangkai linear
teknik digital mikroprosesor dan mikrokomputer,620,teknik digital mikroprosesor mikrokomputer
prinsipprinsip elektronika jilid ,620,prinsipprinsip elektronika jilid
teknik switching,620,teknik switching
komunikasi analog dan digital,620,komunikasi analog digital
antena prinsip dan aplikasi,620,antena prinsip aplikasi
praktikum pengolahan sinyal digital,620,praktikum olah sinyal digital
pengolahan sinyal digital,620,olah sinyal digital
sistem cdma berdasarkan standar cdma is,620,sistem cdma dasar standar cdma is
teknik digital,620,teknik digital
sistem kendali dasar,620,sistem kendali dasar
sensor layar sentuh aplikasi teknologi nano,620,sensor layar sentuh aplikasi teknologi nano
monitor crt digital komputer,620,monitor crt digital komputer
geometric tools for computer graphics,620,geometric tools for computer graphics
panduan membuat sendiri bensin solar cara mudah membuat bahan bakar nabati dari tanaman disekitar rumah,620,pandu bensin solar mudah bahan bakar nabati tanam sekitar rumah
introduction to heat transfer,620,introduction to heat transfer
buku teks termodinamika terpakai teknik uap dan panas,620,buku teks termodinamika pakai teknik uap panas
mesin hybrid,620,mesin hybrid
modern diesel technology heavy equipment systems,620,modern diesel technology heavy equipment systems
small gas engine repair,620,small gas engine repair
modern geothermal hvac engineering and control applications,620,modern geothermal hvac engineering and control applications
geothermal power plants,620,geothermal power plants
teknologi motor diesel,620,teknologi motor diesel
electric motors and control systems,620,electric motors and control systems
hidrolika dan pneumatika pedoman untuk teknisi dan insinyur,620,hidrolika pneumatika pedoman teknisi insinyur
centrifugal and axial compressor control,620,centrifugal and axial compressor control
dasardasar mesin pendingin,620,dasardasar mesin dingin
teknologi pemakaian pompa,620,teknologi pakai pompa
handbook of machine learning,620,handbook of machine learning
mesin pemindah bahan,620,mesin pindah bahan
mekanisme dan dinamika mesin,620,mekanisme dinamika mesin
mekanisme dan dinamika mesin,620,mekanisme dinamika mesin
ship auxiliary machinery,620,ship auxiliary machinery
mahir memperbaiki dan merawat notebook,620,mahir baik rawat notebook
doping penambah kekuatan mesin,620,doping tambah kuat mesin
dasar perencanaan dan pemilihan elemen mesin,620,dasar rencana pilih elemen mesin
advanced machining processes,620,advanced machining processes
pipa laut,620,pipa laut
alat berat sistem undercarriage,620,alat berat sistem undercarriage
machining and cnc technology,620,machining and cnc technology
peralatan bengkel otomotif,620,alat bengkel otomotif
pemrograman cnc dan aplikasi di dunia industri,620,pemrograman cnc aplikasi dunia industri
teknik pemrograman cnc bubut dan freis cnc lathe and cnc milling machine programming,620,teknik pemrograman cnc bubut freis cnc lathe and cnc milling machine programming
teknik bubut kayu,620,teknik bubut kayu
pengelasan paduan aluminium,620,kelas padu aluminium
mineral deposit models,620,mineral deposit models
rocket marketing stories,620,rocket marketing stories
damage tolerance of metallic aircraft structures materials and numerical modelling,620,damage tolerance of metallic aircraft structures materials and numerical modelling
the ro v manual a user guide for remotely operated vehicles,620,the ro v manual a user guide for remotely operated vehicles
pengukuran dan alat alat ukur listrik,620,ukur alat alat ukur listrik
tahanan dan propulsi kapal,620,tahan propulsi kapal
dasardasar stabilitas kapal,620,dasardasar stabilitas kapal
teknologi produksi dan perawatan bangunan laut,620,teknologi produksi awat bangun laut
jurnal techno bahari,620,jurnal techno bahari
mesin diesel penggerak utama kapal,620,mesin diesel gerak utama kapal
analisis dan desain pondasi jilid ,620,analisis desain pondasi jilid
teknik fondasi ,620,teknik fondasi
rekayasa pondasi iii,620,rekayasa pondasi iii
pengantar teknik pondasi,620,antar teknik pondasi
pengantar teknik fondasi,620,antar teknik fondasi
analisis dan desain pondasi jilid ,620,analisis desain pondasi jilid
memahami pondasi,620,paham pondasi
metode konstruksi untuk pekerjaan fondasi,620,metode konstruksi kerja fondasi
earth anchors,620,earth anchors
analisa dan disain pondasi jilid ,620,analisa disain pondasi jilid
mekanika tanah teknik pondasi,620,mekanika tanah teknik pondasi
analisa dan disain pondasi jilid ,620,analisa disain pondasi jilid
analisis dan desain pondasi jilid ,620,analisis desain pondasi jilid
buku teknik sipil,620,buku teknik sipil
mekanika tanah prinsipprinsip rekayasa geoteknisjilid dua,620,mekanika tanah prinsipprinsip rekayasa geoteknisjilid
sifat sifat fisis dan geoteknis tanah mekanika tanah,620,sifat sifat fisis geoteknis tanah mekanika tanah
mekanika tanah,620,mekanika tanah
penuntun praktis geoteknik dan mekanika tanah,620,tuntun praktis geoteknik mekanika tanah
prinsipprinsip mekanika tanah dan soalpenyelesaian i,620,prinsipprinsip mekanika tanah soalpenyelesaian i
soil mechanics in engineering practice,620,soil mechanics in engineering practice
buku ajar mekanika tanah ,620,buku ajar mekanika tanah
mekanika tanah ,620,mekanika tanah
mekanika tanah ,620,mekanika tanah
pengujian tanah di laboratorium penjelasan dan panduan,620,uji tanah laboratorium jelas pandu
konsep dan aplikasi mekanika tanah,620,konsep aplikasi mekanika tanah
limit state design in geotechical engineering practice,620,limit state design in geotechical engineering practice
desain struktur bangunan,620,desain struktur bangun
bidang lipat sebagai struktur bangunan yang menajubkan,620,bidang lipat struktur bangun menajubkan
analisas struktur sap v panduan praktis menghitung struktur bangunan,620,analisas struktur sap v pandu praktis hitung struktur bangun
soal penyelesaian analisis struktur,620,selesai analisis struktur
quantity surveying pengantar manajemen biaya dan kontrak konstruksi,620,quantity surveying antar manajemen biaya kontrak konstruksi
struktur statis tak tentu,620,struktur statis
struktur,620,struktur
struktur,620,struktur
perencanaan struktur baja dengan metode lrfd,620,rencana struktur baja metode lrfd
perencanaan struktur baja dengan metode lrfd berdasarkan sni ,620,rencana struktur baja metode lrfd dasar sni
struktur baja disain dan perilaku jilid ,620,struktur baja disain perilaku jilid
struktur baja disain dan perilaku jilid ,620,struktur baja disain perilaku jilid
teori soal dan penyelesaian konstruksi beton pratekan jilid ,620,teori selesai konstruksi beton pratekan jilid
konstruksi beton metode plastis,620,konstruksi beton metode plastis
konstruksi beton,620,konstruksi beton
perhitungan lentur dengan cara n,620,hitung lentur n
peraturan beton bertulang indonesia  ni ,620,atur beton tulang indonesia ni
balok dan pelat beton bertulang,620,balok pelat beton tulang
beton bertulang jilid  sebuah pendekatan mendasar,620,beton tulang jilid dekat dasar
tata cara perhitungan struktur beton untuk bangunan gedung sni  dilengkapi dengan penjelasan s,620,tata hitung struktur beton bangun gedung sni lengkap jelas s
peraturanperaturan untuk merencanakan jembatan konstruksi baja,620,peraturanperaturan rencana jembatan konstruksi baja
jembatan,620,jembatan
jembatan,620,jembatan
kolom fondasi dan balok t beton bertulang,620,kolom fondasi balok t beton tulang
dasar dasar rekayasa transportasi jilid ,620,dasar dasar rekayasa transportasi jilid
rancangan visual lansekap jalan panduan estetika dinding penghalang kebisingan,620,rancang visual lansekap jalan pandu estetika dinding halang bising
kontruksi jalan raya,620,kontruksi jalan raya
pemeliharaan jalan raya,620,pelihara jalan raya
program komputer untuk analisis lalu lintas,620,program komputer analisis lintas
tenik jalan raya,620,tenik jalan raya
proyek jalan teori dan praktek,620,proyek jalan teori praktek
survai dan perencanaan lintas jalur,620,survai rencana lintas jalur
pemeliharaan jalan raya,620,pelihara jalan raya
rekayasa lalu lintas,620,rekayasa lintas
rekayasa lalulintas,620,rekayasa lalulintas
traffic and highway engineering,620,traffic and highway engineering
perancangan perkerasan jalan dan penyelidikan tanah,620,ancang keras jalan lidi tanah
rancangan tapak dan pembuatan detil konstruksi,620,rancang tapak buat detil konstruksi
perancangan perkerasan jalan dan penyelidikan tanah,620,ancang keras jalan lidi tanah
perancangan geometrik jalan,620,ancang geometrik jalan
perancangan perkerasan jalan penyelidikan tanah,620,ancang keras jalan lidi tanah
perkerasan jalan beton semen portland rigid pavement,620,keras jalan beton semen portland rigid pavement
seri buku teknik sipil praktis perkerasan jalan beton semen portland rigid pavement,620,seri buku teknik sipil praktis keras jalan beton semen portland rigid pavement
